timestamp,temperature,pressure,wind_speed,wd,rh,solar_irradiance,solar_generation_kw,wind_generation_kw,total_demand_kw,blizzard_warning_12h
1985-01-01 00:00:00,-2.0,977.2,12.0,169.0,53.0,0.0,0.0,40.0,219.3220011659949,0
1985-01-01 12:00:00,-2.0,977.8,13.0,169.0,53.0,1000.0,80.0,40.0,218.3858160359824,0
1985-01-01 13:00:00,-2.0,977.9,14.0,169.0,53.0,965.9258262890684,77.27406610312548,40.0,205.92482532760056,0
1985-01-01 14:00:00,-2.0,978.2,14.0,169.0,53.0,866.0254037844387,69.2820323027551,40.0,217.4273057770082,0
1985-01-01 15:00:00,-1.8,978.6,8.0,169.0,53.0,707.1067811865476,56.568542494923804,11.85185185185185,212.0504348519996,0
1985-01-01 16:00:00,-4.0,979.0,8.0,169.0,53.0,499.99999999999994,39.99999999999999,11.85185185185185,218.64791066132494,0
1985-01-01 17:00:00,-5.8,979.5,14.0,169.0,53.0,258.81904510252105,20.705523608201688,40.0,232.01992225215545,0
1985-01-01 18:00:00,-6.0,980.0,12.0,169.0,53.0,1.2246467991473532e-13,9.797174393178826e-15,40.0,231.01877467712671,0
1985-01-01 19:00:00,-4.0,980.5,10.0,169.0,53.0,0.0,0.0,23.148148148148152,234.96558854224727,0
1985-01-01 20:00:00,-6.0,981.0,12.0,169.0,53.0,0.0,0.0,40.0,230.03245121652282,0
1985-01-01 21:00:00,-6.4,981.6,12.0,169.0,53.0,0.0,0.0,40.0,232.97242657946322,0
1985-01-01 22:00:00,-8.0,982.0,12.0,169.0,53.0,0.0,0.0,40.0,251.8615104169747,0
1985-01-01 23:00:00,-8.2,982.6,4.0,169.0,53.0,0.0,0.0,1.4814814814814812,243.24846943320577,0
1985-01-02 00:00:00,-9.4,983.0,6.0,169.0,53.0,0.0,0.0,5.0,250.4382539261547,0
1985-01-02 01:00:00,-9.8,983.7,4.0,169.0,53.0,0.0,0.0,1.4814814814814812,238.67150482769898,0
1985-01-02 02:00:00,-10.0,984.5,4.0,169.0,53.0,0.0,0.0,1.4814814814814812,252.30743793520244,0
1985-01-02 03:00:00,-9.0,985.0,8.0,169.0,53.0,0.0,0.0,11.85185185185185,245.98877445437978,0
1985-01-02 04:00:00,-8.0,985.5,6.0,169.0,53.0,0.0,0.0,5.0,240.9005171567784,0
1985-01-02 05:00:00,-6.2,985.9,12.0,169.0,53.0,0.0,0.0,40.0,236.36460358862067,0
1985-01-02 06:00:00,-6.0,986.3,8.0,169.0,53.0,0.0,0.0,11.85185185185185,233.97936957171734,0
1985-01-02 07:00:00,-4.0,986.7,10.0,169.0,53.0,258.81904510252076,20.70552360820166,23.148148148148152,223.06420944705988,0
1985-01-02 08:00:00,-4.0,987.0,6.0,169.0,53.0,499.99999999999994,39.99999999999999,5.0,229.77011213166463,0
1985-01-02 09:00:00,-2.0,987.2,10.0,169.0,53.0,707.1067811865476,56.568542494923804,23.148148148148152,216.86055109046507,0
1985-01-02 10:00:00,-3.0,987.7,8.0,169.0,53.0,866.0254037844386,69.28203230275508,11.85185185185185,231.3348402927271,0
1985-01-02 11:00:00,-2.1,988.0,8.0,169.0,53.0,965.9258262890684,77.27406610312548,11.85185185185185,211.7329190961552,0
1985-01-02 12:00:00,-2.6,988.0,12.0,169.0,53.0,1000.0,80.0,40.0,212.71211515497117,0
1985-01-02 13:00:00,-2.8,988.4,14.0,169.0,53.0,965.9258262890684,77.27406610312548,40.0,227.21745199402505,1
1985-01-02 14:00:00,-2.6,988.7,8.0,169.0,53.0,866.0254037844387,69.2820323027551,11.85185185185185,226.8880147822053,0
1985-01-02 15:00:00,-2.0,988.8,8.0,169.0,53.0,707.1067811865476,56.568542494923804,11.85185185185185,217.80170987642202,0
1985-01-02 16:00:00,-3.8,985.9,14.0,169.0,53.0,499.99999999999994,39.99999999999999,40.0,218.829435934631,0
1985-01-02 17:00:00,-6.0,989.0,8.0,169.0,53.0,258.81904510252105,20.705523608201688,11.85185185185185,234.30008027776586,0
1985-01-02 18:00:00,-9.0,989.0,12.0,169.0,53.0,1.2246467991473532e-13,9.797174393178826e-15,40.0,247.81118955891944,0
1985-01-02 19:00:00,-10.8,988.8,13.0,169.0,53.0,0.0,0.0,40.0,250.33413269083428,0
1985-01-02 20:00:00,-13.2,988.5,14.0,169.0,53.0,0.0,0.0,40.0,266.6095425838034,0
1985-01-02 21:00:00,-14.0,988.1,14.0,169.0,53.0,0.0,0.0,40.0,256.4098093839252,0
1985-01-02 22:00:00,-14.4,988.0,14.0,169.0,53.0,0.0,0.0,40.0,267.7423234377891,0
1985-01-02 23:00:00,-14.4,987.7,18.0,169.0,53.0,0.0,0.0,40.0,271.32546216146466,0
1985-01-03 00:00:00,-14.6,987.0,18.0,169.0,53.0,0.0,0.0,40.0,262.28367452300625,0
1985-01-03 01:00:00,-14.0,986.3,32.0,169.0,53.0,0.0,0.0,0.0,254.58468902079917,0
1985-01-03 02:00:00,-15.0,986.0,18.0,169.0,53.0,0.0,0.0,40.0,272.50972088196954,0
